date,time,date_time,roadway,intersection,report_number,address,latitude,longitude
12/8/18,1107,12/8/18 11:07,TARRYTOWN RD,,2018011671,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
11/12/18,1000,11/12/18 10:00,WALBROOKE RD,,2018010799,"WALBROOKE RD, Greenburgh, NY",40.995388,-73.81001
11/12/18,1240,11/12/18 12:40,JACKSON AVE,,2018010804,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
8/3/18,1216,8/3/18 12:16,W HARTSDALE AVE,,2018007460,"W HARTSDALE AVE, Greenburgh, NY",41.026784,-73.807664
8/27/18,1730,8/27/18 17:30,18 N CENTRAL AV,,2018008211,"18 N CENTRAL AV, Greenburgh, NY",41.0776895,-73.858657
10/1/18,1448,10/1/18 14:48,LYNWOOD RD,,2018009322,"LYNWOOD RD, Greenburgh, NY",40.9889982,-73.8113158
8/26/18,1520,8/26/18 15:20,111 WOOD AV,,2018008170,"111 WOOD AV, Greenburgh, NY",41.0293899636164,-73.8339606942928
10/25/18,1709,10/25/18 17:09,JACKSON AVE,,2018010202,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
11/21/18,1800,11/21/18 18:00,TARRYTOWN RD,,2018011149,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
12/13/18,1617,12/13/18 16:17,S CENTRAL AVE,,2018011837,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
8/26/18,1520,8/26/18 15:20,111 WOOD AV,,2018008170,"111 WOOD AV, Greenburgh, NY",41.0293899636164,-73.8339606942928
9/24/18,1830,9/24/18 18:30,S. CENTRAL AVE,,2018009093,"S. CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
12/5/18,1510,12/5/18 15:10,ROUND HILL RD,,2018011577,"ROUND HILL RD, Greenburgh, NY",40.999315,-73.810276
12/26/18,1810,12/26/18 18:10,CENTRAL AVE,,2018012252,"CENTRAL AVE, Greenburgh, NY",41.0779345,-73.8607943
12/28/18,1500,12/28/18 15:00,JACKSON AVE,,2018012316,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
8/1/18,1430,8/1/18 14:30,KNOLLWOOD RD,,2018007398,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
8/27/18,1242,8/27/18 12:42,TARRYTOWN RD,,2018008199,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
9/20/18,2149,9/20/18 21:49,AQUEDUCT RD,,20188972,"AQUEDUCT RD, Greenburgh, NY",41.0112434,-73.7959369
10/2/18,1950,10/2/18 19:50,NORTH RD,,2018009363,"NORTH RD, Greenburgh, NY",41.0544326,-73.7834609
10/17/18,1746,10/17/18 17:46,TARRYTOWN RD,,2018009882,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
10/18/18,1253,10/18/18 12:53,50 TARRYTOWN RD,,2018009906,"50 TARRYTOWN RD, Greenburgh, NY",41.045335,-73.803868
11/15/18,1331,11/15/18 13:31,670 WHITE PLAINS RD,,2018010888,"670 WHITE PLAINS RD, Greenburgh, NY",41.0594236,-73.8293423
9/21/18,1533,9/21/18 15:33,TARRYTOWN RD,HILLSIDE AVE,2018008995,"TARRYTOWN RD AND HILLSIDE AVE, Greenburgh, NY",41.0495361,-73.8099285
10/6/18,955,10/6/18 9:55,TARRYTOWN RD,HILLSIDE AVE,2018009505,"TARRYTOWN RD AND HILLSIDE AVE, Greenburgh, NY",41.0495361,-73.8099285
10/25/18,942,10/25/18 9:42,GRASSLANDS RD,,2018010176,"GRASSLANDS RD, Greenburgh, NY",41.070303,-73.78745
10/30/18,700,10/30/18 7:00,2260 SAW MILL RIVER RD,,2018010361,"2260 SAW MILL RIVER RD, Greenburgh, NY",41.0450883732556,-73.8238768004403
11/6/18,1720,11/6/18 17:20,OLD SAW MILL RIVER RD,,2018010604,"OLD SAW MILL RIVER RD, Greenburgh, NY",41.0735826,-73.8176604
11/26/18,815,11/26/18 8:15,SAW MILL RIVER RD,,2018011279,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
11/27/18,805,11/27/18 8:05,SAW MILL RIVER ROAD,,2018011322,"SAW MILL RIVER ROAD, Greenburgh, NY",41.0115345,-73.8483435
12/19/18,1650,12/19/18 16:50,SAW MILL RIVER ROAD,,2018012028,"SAW MILL RIVER ROAD, Greenburgh, NY",41.0115345,-73.8483435
